timestamp,source_ip,destination_ip,source_port,destination_port,protocol,packet_size,flags,action,device_id
2024-01-15 08:01:51,87.180.47.50,187.193.175.25,11565,80,TCP,1228,FIN,allow,server-01
2024-01-15 08:01:51,25.160.233.205,187.123.104.76,4632,80,UDP,415,None,block,firewall-01
2024-01-15 08:01:51,52.198.27.178,168.187.134.30,20892,3306,TCP,1331,RST,allow,server-01
2024-01-15 08:01:53,23.167.70.28,113.203.6.118,53920,3306,TCP,407,ACK,allow,vpn-gw
2024-01-15 08:01:54,62.71.22.107,139.131.245.241,15344,443,TCP,1121,None,allow,ids-01
2024-01-15 08:01:55,12.236.18.200,26.67.105.229,3926,6379,TCP,233,ACK,allow,router-01
2024-01-15 08:01:55,179.77.145.3,93.187.229.217,15047,8080,TCP,1447,RST,block,server-01
2024-01-15 08:01:55,183.104.9.130,134.14.38.37,7880,22,UDP,644,None,allow,vpn-gw
2024-01-15 08:01:55,116.172.172.253,14.76.234.186,26147,5432,TCP,444,SYN,deny,router-01
2024-01-15 08:01:56,102.131.34.127,59.6.187.16,17555,3306,ICMP,353,None,block,router-01
2024-01-15 08:01:56,124.109.22.156,39.95.205.154,16028,443,TCP,412,SYN,deny,router-01
2024-01-15 08:01:56,181.206.147.69,112.216.238.49,59165,6379,TCP,204,RST,allow,server-01
2024-01-15 08:01:58,54.80.219.243,158.44.89.217,33070,5432,TCP,1345,RST,allow,ids-01
2024-01-15 08:01:59,87.227.70.110,186.56.197.154,29658,53,TCP,211,ACK,allow,vpn-gw
2024-01-15 08:02:00,24.208.153.230,39.95.68.231,32425,22,UDP,1040,None,block,vpn-gw
2024-01-15 08:02:01,184.209.161.100,125.237.89.227,11108,0,TCP,1091,SYN-ACK,allow,ids-01
2024-01-15 08:02:01,18.224.77.220,18.164.148.205,23422,80,TCP,129,SYN-ACK,allow,firewall-01
2024-01-15 08:02:02,110.32.153.210,62.60.252.161,5387,8080,TCP,315,PSH-ACK,allow,router-01
2024-01-15 08:02:03,187.4.130.235,130.254.62.115,5526,6379,UDP,1119,None,allow,server-01
2024-01-15 08:02:03,74.67.128.45,57.81.82.37,20162,3306,TCP,1409,SYN,allow,firewall-01
2024-01-15 08:02:03,11.182.138.151,84.29.242.75,54769,53,TCP,293,ACK,deny,ids-01
2024-01-15 08:02:05,92.231.127.142,85.144.57.90,19021,80,UDP,1203,None,allow,vpn-gw
2024-01-15 08:02:05,62.184.37.170,159.203.57.134,44243,53,TCP,542,SYN,block,vpn-gw
2024-01-15 08:02:05,43.226.184.225,15.10.225.40,18054,443,TCP,828,PSH-ACK,allow,ids-01
2024-01-15 08:02:06,18.26.237.135,148.45.150.136,42728,22,UDP,45,None,allow,vpn-gw
2024-01-15 08:02:08,30.145.54.150,170.101.114.83,11823,8080,TCP,1164,SYN-ACK,deny,ids-01
2024-01-15 08:02:08,23.242.12.56,118.168.238.141,3537,53,TCP,577,SYN,allow,router-01
2024-01-15 08:02:09,144.119.87.28,81.152.218.175,26252,53,ICMP,808,None,allow,router-01
2024-01-15 08:02:09,138.22.132.33,12.244.204.41,38449,0,TCP,324,RST,allow,router-01
2024-01-15 08:02:12,128.138.122.22,44.162.126.184,49060,80,UDP,1435,None,allow,router-01
2024-01-15 08:02:12,124.5.92.75,185.34.229.210,63749,8080,TCP,790,FIN,block,vpn-gw
2024-01-15 08:02:12,108.226.226.242,14.127.250.156,23589,80,UDP,1136,None,allow,vpn-gw
2024-01-15 08:02:13,76.200.25.112,126.113.53.97,11644,22,TCP,898,RST,block,router-01
2024-01-15 08:02:14,85.62.140.4,16.194.123.156,58471,53,ICMP,973,None,allow,ids-01
2024-01-15 08:02:14,159.245.71.220,189.236.96.6,9254,8080,ICMP,63,None,allow,firewall-01
2024-01-15 08:02:14,89.252.96.26,180.11.106.50,37450,80,TCP,1116,FIN,allow,vpn-gw
2024-01-15 08:02:14,43.61.16.24,136.192.136.207,19248,6379,TCP,885,FIN,allow,ids-01
2024-01-15 08:02:16,95.26.82.153,108.63.83.163,2527,22,TCP,732,RST,allow,vpn-gw
2024-01-15 08:02:17,28.117.20.79,61.224.87.237,12523,6379,TCP,166,None,block,server-01
2024-01-15 08:02:17,40.10.94.53,33.144.86.75,41927,3306,TCP,88,ACK,allow,ids-01
2024-01-15 08:02:17,62.0.169.200,63.57.186.149,58190,53,TCP,598,ACK,allow,router-01
2024-01-15 08:02:18,41.9.103.139,85.89.57.21,51930,443,ICMP,510,None,allow,server-01
2024-01-15 08:02:18,183.98.105.94,48.67.59.206,31899,80,TCP,543,SYN,allow,server-01
2024-01-15 08:02:19,176.39.122.192,168.185.79.188,59734,443,TCP,181,SYN-ACK,allow,server-01
2024-01-15 08:02:19,111.57.214.129,19.114.181.139,52329,8080,TCP,1274,FIN,allow,server-01
2024-01-15 08:02:20,179.26.111.15,13.152.117.71,37185,3306,TCP,153,None,allow,firewall-01
2024-01-15 08:02:20,178.90.2.10,31.120.236.244,2359,0,ICMP,111,None,block,firewall-01
2024-01-15 08:02:20,183.206.95.96,50.23.99.81,20024,53,TCP,714,SYN,allow,vpn-gw
2024-01-15 08:02:20,86.123.31.3,162.43.35.14,28466,443,UDP,219,None,allow,router-01
2024-01-15 08:02:21,132.248.48.65,23.76.118.51,47393,22,TCP,667,FIN,allow,ids-01
2024-01-15 08:02:22,192.98.105.204,58.201.146.108,30644,0,TCP,889,PSH-ACK,allow,vpn-gw
2024-01-15 08:02:22,96.10.134.191,150.203.224.88,14777,53,UDP,398,None,allow,server-01
2024-01-15 08:02:23,83.164.35.154,113.212.85.134,10552,5432,TCP,1480,ACK,allow,server-01
2024-01-15 08:02:24,122.34.184.168,167.24.246.154,16373,22,TCP,861,FIN,allow,vpn-gw
2024-01-15 08:02:24,38.188.131.193,140.92.221.87,40917,80,ICMP,755,None,allow,vpn-gw
2024-01-15 08:02:24,62.229.75.192,74.138.203.46,43157,8080,UDP,598,None,allow,vpn-gw
2024-01-15 08:02:24,90.34.65.105,122.216.36.87,8275,53,TCP,515,SYN-ACK,deny,firewall-01
2024-01-15 08:02:25,142.97.56.203,56.197.179.240,50645,6379,UDP,290,None,allow,server-01
2024-01-15 08:02:26,154.102.151.197,124.234.11.245,5553,0,TCP,824,PSH-ACK,allow,server-01
2024-01-15 08:02:26,81.165.239.147,162.133.13.145,28888,8080,TCP,782,SYN,allow,ids-01
2024-01-15 08:02:27,103.138.64.166,13.173.164.145,10103,3306,ICMP,614,None,allow,vpn-gw
2024-01-15 08:02:28,92.71.113.144,167.49.70.227,1065,80,TCP,457,SYN-ACK,allow,vpn-gw
2024-01-15 08:02:28,86.209.106.232,173.132.115.129,55971,5432,TCP,147,SYN-ACK,block,vpn-gw
2024-01-15 08:02:29,15.22.199.226,121.231.76.123,47451,53,ICMP,1219,None,allow,server-01
2024-01-15 08:02:30,36.245.82.199,105.201.154.66,38199,0,UDP,235,None,allow,ids-01
2024-01-15 08:02:30,179.214.8.10,52.212.167.30,8966,5432,TCP,1369,SYN,allow,ids-01
2024-01-15 08:02:32,177.227.112.140,21.54.127.217,10816,8080,TCP,425,FIN,allow,server-01
2024-01-15 08:02:32,180.5.72.40,88.94.160.28,50834,22,TCP,1350,FIN,allow,firewall-01
2024-01-15 08:02:32,145.37.161.36,41.158.146.107,53646,8080,UDP,979,None,allow,firewall-01
2024-01-15 08:02:33,35.92.132.247,23.162.96.249,64604,8080,TCP,1471,PSH-ACK,allow,ids-01
2024-01-15 08:02:34,138.197.41.39,49.206.20.190,5412,6379,UDP,619,None,allow,firewall-01
2024-01-15 08:02:34,57.153.144.237,12.255.224.124,51782,443,UDP,1277,None,allow,server-01
2024-01-15 08:02:36,106.80.62.203,131.92.173.253,23485,80,TCP,1317,SYN,allow,server-01
2024-01-15 08:02:37,40.53.20.3,152.103.73.120,28112,0,TCP,967,SYN,allow,router-01
2024-01-15 08:02:38,21.121.183.94,134.74.100.149,42641,8080,TCP,590,SYN,allow,server-01
2024-01-15 08:02:38,120.64.9.230,170.164.14.218,61672,8080,UDP,236,None,allow,vpn-gw
2024-01-15 08:02:39,172.97.206.26,154.145.156.119,54969,22,ICMP,190,None,allow,router-01
2024-01-15 08:02:39,138.76.53.219,75.250.101.62,56250,5432,TCP,687,SYN-ACK,allow,router-01
2024-01-15 08:02:41,168.70.74.245,60.93.123.203,10826,443,TCP,397,ACK,allow,ids-01
2024-01-15 08:02:41,138.93.255.45,142.0.197.136,15153,3306,TCP,289,PSH-ACK,block,vpn-gw
2024-01-15 08:02:42,127.104.209.150,27.171.235.184,61901,6379,TCP,701,PSH-ACK,allow,server-01
2024-01-15 08:02:42,45.129.25.94,85.122.213.101,60782,80,TCP,280,SYN-ACK,block,router-01
2024-01-15 08:02:43,68.165.102.203,117.4.136.252,56843,53,UDP,347,None,allow,ids-01
2024-01-15 08:02:43,72.46.130.175,10.120.206.171,13486,0,TCP,1034,RST,allow,router-01
2024-01-15 08:02:43,10.129.124.84,59.75.208.47,62459,8080,TCP,921,SYN,allow,ids-01
2024-01-15 08:02:43,186.99.10.241,189.39.123.222,46281,5432,TCP,1376,None,allow,ids-01
2024-01-15 08:02:44,95.245.40.242,138.12.67.68,65404,443,TCP,870,RST,allow,router-01
2024-01-15 08:02:45,61.241.250.96,72.40.58.3,5857,3306,ICMP,1134,None,allow,vpn-gw
2024-01-15 08:02:45,40.185.142.54,157.70.64.235,11076,8080,UDP,1164,None,allow,vpn-gw
2024-01-15 08:02:45,70.176.167.165,37.235.150.128,48217,5432,TCP,695,ACK,deny,vpn-gw
2024-01-15 08:02:45,76.42.238.132,38.165.164.252,3212,5432,TCP,1279,SYN,allow,router-01
2024-01-15 08:02:47,71.4.188.61,39.229.117.59,55446,3306,TCP,1441,FIN,deny,router-01
2024-01-15 08:02:48,99.198.110.219,158.0.246.169,55936,3306,TCP,144,SYN,allow,server-01
2024-01-15 08:02:49,153.228.116.116,181.226.78.67,25426,53,TCP,640,None,deny,ids-01
2024-01-15 08:02:50,98.167.33.177,126.187.63.157,50270,80,TCP,138,ACK,allow,vpn-gw
2024-01-15 08:02:50,188.140.223.159,30.204.160.137,3177,6379,UDP,1155,None,allow,firewall-01
2024-01-15 08:02:51,107.205.174.79,173.53.143.132,26362,22,TCP,975,RST,allow,ids-01
2024-01-15 08:02:52,98.131.114.253,45.189.7.142,34719,3306,TCP,1481,PSH-ACK,allow,ids-01
2024-01-15 08:02:52,85.91.30.242,73.143.188.19,40673,0,TCP,856,FIN,allow,server-01
2024-01-15 08:02:55,143.115.161.115,43.25.108.64,33697,5432,TCP,421,None,allow,ids-01
2024-01-15 08:02:56,95.108.161.75,133.22.133.140,27170,8080,TCP,497,None,allow,ids-01
2024-01-15 08:02:57,92.231.64.241,137.73.249.130,30444,5432,TCP,326,SYN-ACK,deny,vpn-gw
2024-01-15 08:02:57,183.139.44.2,134.91.129.7,31565,22,TCP,1283,SYN-ACK,block,server-01
2024-01-15 08:02:58,141.39.110.40,130.56.36.34,24219,6379,TCP,1316,SYN-ACK,allow,router-01
2024-01-15 08:02:58,192.164.39.158,60.230.31.24,18384,80,ICMP,750,None,allow,server-01
2024-01-15 08:03:01,13.79.172.211,30.75.194.156,10385,443,UDP,909,None,deny,firewall-01
2024-01-15 08:03:02,182.14.30.25,116.20.124.77,56643,80,TCP,476,PSH-ACK,block,firewall-01
2024-01-15 08:03:02,104.62.208.143,175.136.63.14,2842,5432,TCP,719,SYN-ACK,allow,ids-01
2024-01-15 08:03:03,171.144.15.222,45.45.48.66,21536,80,TCP,363,SYN,allow,router-01
2024-01-15 08:03:03,13.133.9.20,118.206.164.16,52807,6379,TCP,617,RST,block,router-01
2024-01-15 08:03:03,106.60.70.233,17.19.129.140,64062,3306,TCP,1301,PSH-ACK,deny,vpn-gw
2024-01-15 08:03:04,102.127.171.214,27.163.120.64,9288,443,UDP,1134,None,allow,vpn-gw
2024-01-15 08:03:04,133.82.63.176,21.15.87.158,3990,80,TCP,1003,None,allow,firewall-01
2024-01-15 08:03:05,15.63.253.149,144.217.243.86,38006,22,TCP,729,SYN,allow,router-01
2024-01-15 08:03:05,51.16.119.164,93.87.233.175,60474,3306,TCP,1126,SYN-ACK,allow,vpn-gw
2024-01-15 08:03:06,167.127.119.162,63.213.27.73,30072,22,ICMP,154,None,allow,firewall-01
2024-01-15 08:03:07,44.26.104.147,67.175.73.213,64443,3306,UDP,917,None,allow,ids-01
2024-01-15 08:03:09,158.141.239.101,40.125.39.131,32613,6379,ICMP,173,None,allow,vpn-gw
2024-01-15 08:03:11,37.134.225.152,37.31.52.13,48666,6379,TCP,208,PSH-ACK,allow,router-01
2024-01-15 08:03:12,113.15.99.252,13.253.130.28,48327,53,TCP,706,ACK,allow,server-01
2024-01-15 08:03:13,192.149.224.183,29.34.116.106,5199,3306,UDP,933,None,allow,router-01
2024-01-15 08:03:14,60.54.129.188,185.49.247.5,52765,22,TCP,704,FIN,deny,server-01
2024-01-15 08:03:16,133.53.185.217,55.177.36.253,13759,443,TCP,1343,None,allow,server-01
2024-01-15 08:03:16,96.131.91.18,63.128.112.223,60427,53,TCP,1092,PSH-ACK,allow,vpn-gw
2024-01-15 08:03:16,159.198.233.224,104.228.194.169,48974,0,TCP,80,ACK,allow,server-01
2024-01-15 08:03:16,10.28.0.152,110.201.246.203,7097,6379,TCP,126,SYN-ACK,allow,router-01
2024-01-15 08:03:17,181.213.31.148,18.55.79.220,60731,80,TCP,1246,SYN-ACK,allow,server-01
2024-01-15 08:03:18,57.94.115.196,132.183.109.94,18004,8080,TCP,729,SYN,allow,server-01
2024-01-15 08:03:18,66.231.75.216,122.237.84.61,37455,8080,TCP,1117,SYN,allow,server-01
2024-01-15 08:03:18,19.162.0.214,30.31.22.93,6058,8080,TCP,1000,PSH-ACK,allow,ids-01
2024-01-15 08:03:19,161.236.86.102,175.161.26.4,15740,80,TCP,1324,PSH-ACK,allow,router-01
